image_filename,tags,raw_output,timestamp,success
01-street-meditation-couple.jpg,"bicycles, buildings, cityscape background, cold weather clothing, daytime outdoor setting, overcast sky, pedestrians walking, people sitting on bench, relaxed posture, sidewalk, urban street","people sitting on bench, urban street, sidewalk, buildings, bicycles, pedestrians walking, cold weather clothing, relaxed posture, cityscape background, overcast sky, daytime outdoor setting",2025-06-25T03:10:47-04:00,true
02-graffiti-skate-park.jpg,"abandoned building, casual clothing, daytime, graffiti, man standing, relaxed atmosphere, skate ramp, three men walking, urban indoor","graffiti, skate ramp, man standing, three men walking, urban indoor, casual clothing, relaxed atmosphere, daytime, abandoned building",2025-06-25T03:10:51-04:00,true
03-belgian-stew-fries.jpg,"cherry tomatoes, evening meal, food, fork, fries, gravy, indoor, ketchup bottle, knife, mustard bottle, plate, sausages, spoon, tablecloth, water glass","plate, food, fries, sausages, cherry tomatoes, gravy, spoon, fork, knife, ketchup bottle, mustard bottle, water glass, tablecloth, indoor, evening meal",2025-06-25T03:10:56-04:00,true
04-cheese-fondue-dinner.jpg,"beer, bread, cheese fondue, drink, evening, food, fries, indoor, sauce bottle, socializing, table","food, drink, table, cheese fondue, fries, bread, beer, sauce bottle, indoor, evening, socializing",2025-06-25T03:11:00-04:00,true
05-snowboarders-mountain-rest.jpg,"cloudy sky, cold, daytime, group, mountains in background, outdoor activity, sitting, snowboard, snowboarding, snowy mountain, standing, winter clothing","snowboarding, snowy mountain, group, sitting, standing, snowboard, winter clothing, cloudy sky, outdoor activity, cold, mountains in background, daytime",2025-06-25T03:11:05-04:00,true
06-alpine-trail-hiker.jpg,"blue sky, campfire, cooking food, daytime, forest, group interaction, natural environment, outdoor activity, people, sitting, snow patches, sunny, talking, trees","people, forest, snow patches, trees, campfire, cooking food, sitting, talking, blue sky, sunny, outdoor activity, group interaction, natural environment, daytime",2025-06-25T03:11:09-04:00,true
07-restaurant-group-dinner.jpg,"casual atmosphere, conversation, dining table, drinks, evening or night-time, food, green walls, indoor, painting, people, restaurant","people, indoor, restaurant, dining table, food, drinks, conversation, painting, green walls, casual atmosphere, evening or night-time",2025-06-25T03:11:14-04:00,true
08-neon-bar-friends.jpg,"conversation, drinks, evening or night-time, indoor, people, plants, purple lighting, relaxed atmosphere, sitting","people, sitting, conversation, purple lighting, indoor, plants, drinks, relaxed atmosphere, evening or night-time",2025-06-25T03:11:16-04:00,true
09-record-store-group-photo.jpg,"books, casual clothing, colorful shelves, friendly interaction, group photo, indoor, people, records, relaxed atmosphere, smiling faces, urban record store, warm lighting","people, records, books, colorful shelves, indoor, group photo, casual clothing, smiling faces, friendly interaction, urban record store, warm lighting, relaxed atmosphere",2025-06-25T03:11:21-04:00,true
10-alpine-peaks-vista.jpg,"blue sky, clouds, cold, daytime, high altitude, mountains, outdoor activity, peacefulness, scenic view, ski lift, snow, winter","mountains, snow, clouds, ski lift, blue sky, winter, scenic view, outdoor activity, cold, high altitude, daytime, peacefulness",2025-06-25T03:11:25-04:00,true
11-blue-sneakers-blacklight.jpg,"blue jeans, casual atmosphere, indoor, neon lights, night-time, purple light, relaxed, shoes, sneakers, socializing","shoes, sneakers, purple light, blue jeans, indoor, casual atmosphere, relaxed, night-time, neon lights, socializing",2025-06-25T03:11:30-04:00,true
12-winter-jackets-uv-light.jpg,"blue jacket, green pants, nighttime, people, purple lights, reading book, relaxed atmosphere, sitting, urban","people, blue jacket, green pants, sitting, reading book, purple lights, urban, nighttime, relaxed atmosphere",2025-06-25T03:11:34-04:00,true
13-couple-train-selfie.jpg,"casual clothing, daylight, indoor, people, relaxed atmosphere, smiling faces, train interior","people, train interior, smiling faces, casual clothing, indoor, daylight, relaxed atmosphere",2025-06-25T03:11:39-04:00,true
14-freddie-mercury-statue.jpg,"bronze, buildings, daytime, grass, man, raised arm, red ball, shoes, statue, sunny, trees","statue, man, bronze, raised arm, red ball, shoes, buildings, trees, grass, sunny, daytime",2025-06-25T03:11:43-04:00,true
15-red-eyes-costume-display.jpg,"eyes on clothing, feathers, indoors, no-people, red display case, red suit","red suit, red display case, feathers, eyes on clothing, indoors, no-people",2025-06-25T03:11:47-04:00,true
16-highland-cattle-pen.jpg,"brown fur, daytime, dirt ground, highland cattle, horns, outdoor, white sticks","highland cattle, brown fur, horns, dirt ground, white sticks, daytime, outdoor",2025-06-25T03:11:52-04:00,true
17-european-town-rooftop-view.jpg,"bare branches, buildings, cloudy sky, daytime, old town, red tiles, rooftops, trees, urban, winter","old town, rooftops, red tiles, buildings, trees, winter, bare branches, cloudy sky, urban, daytime",2025-06-25T03:11:56-04:00,true
18-poppy-seed-cake-slices.jpg,"banana bread, brown, chocolate cake, daylight, dessert, food, golden-brown, indoor, pickle slices, tray","food, dessert, chocolate cake, banana bread, pickle slices, tray, brown, golden-brown, indoor, daylight",2025-06-25T03:12:01-04:00,true
19-louvre-pyramid-courtyard.jpg,"cloudy sky, daytime, glass pyramid, gray pavement, historical building, overcast, relaxed atmosphere, tourists walking, urban architecture","glass pyramid, tourists walking, cloudy sky, urban architecture, historical building, gray pavement, overcast, daytime, relaxed atmosphere",2025-06-25T03:12:05-04:00,true
20-woman-admiring-classical-statue.jpg,"ancient greek or roman attire, braided hair, brown robe on statue, classical art, gold laurel wreath, historical artifacts, indoor museum, indoors, joyful mood, laughing, marble background, no other people visible, red sweater, smiling, standing woman, statue, white stone, woman","woman, smiling, braided hair, red sweater, statue, marble background, indoor museum, historical artifacts, classical art, white stone, brown robe on statue, gold laurel wreath, ancient greek or roman attire, standing woman, no other people visible, laughing, joyful mood, indoors",2025-06-25T03:12:10-04:00,true
21-jeweled-royal-crown-display.jpg,"blue, blurred background, close-up view, crown, gold, green, indoor, jewels, museum display case, pearls, people observing, red, white","crown, jewels, pearls, gold, red, blue, green, white, blurred background, indoor, museum display case, people observing, close-up view",2025-06-25T03:12:15-04:00,true
22-catacomb-skull-bone-wall.jpg,"bones, dark, eerie, indoor, skulls","skulls, bones, dark, indoor, eerie",2025-06-25T03:12:19-04:00,true
23-catacomb-ossuary-plaque.jpg,"bones, cemetery, dark, historical, ossuary, religious, signboard, skulls, text, underground","ossuary, bones, skulls, signboard, text, historical, dark, underground, religious, cemetery",2025-06-25T03:12:23-04:00,true
24-forest-waterfall-moss-covered.jpg,"daytime, forest, greenery, mossy trees, natural beauty, outdoor, overcast sky, rocks, snow-covered ground, stream, tranquil, waterfall, winter","waterfall, forest, mossy trees, rocks, stream, winter, greenery, snow-covered ground, overcast sky, outdoor, tranquil, natural beauty, daytime",2025-06-25T03:12:28-04:00,true
25-dog-playing-in-river.jpg,"daytime, dog, fallen log, outdoor, red bandana, rocks, stream","dog, red bandana, stream, rocks, fallen log, outdoor, daytime",2025-06-25T03:12:32-04:00,true
26-outdoor-cedar-plank-cooking.jpg,"casual atmosphere, chairs, cloudy sky, daytime, drinks, firewood, flag, grill, guitar, microphone, outdoor gathering, pavilion, people","people, chairs, guitar, microphone, flag, pavilion, firewood, grill, drinks, outdoor gathering, casual atmosphere, cloudy sky, daytime",2025-06-25T03:12:37-04:00,true
27-woman-mountain-summit-view.jpg,"black tank top, clear skies, daytime, forest, hands on hips, healthy lifestyle, hiking trail, mountains, natural environment, outdoor activity, scenic view, single-person portrait, sky with clouds, standing, woman","woman, black tank top, hands on hips, standing, forest, mountains, sky with clouds, hiking trail, outdoor activity, daytime, clear skies, healthy lifestyle, scenic view, natural environment, single-person portrait",2025-06-25T03:12:41-04:00,true
28-theatrical-stage-projection-design.jpg,"artificial coral structures, blue lighting, calm atmosphere, fish tank display, indoor, night-time illumination, no visible humans, static, underwater aquarium, underwater environment","underwater aquarium, artificial coral structures, blue lighting, fish tank display, no visible humans, static, calm atmosphere, indoor, night-time illumination, underwater environment",2025-06-25T03:12:46-04:00,true
29-excited-black-brown-dog.jpg,"black pants, blue jeans, brown eyes, close-up shot, dog, happy, indoor, playful, red blanket, relaxed posture, teeth showing","dog, black pants, blue jeans, red blanket, indoor, playful, happy, brown eyes, teeth showing, relaxed posture, close-up shot",2025-06-25T03:12:50-04:00,true
30-woman-smiling-on-boat.jpg,"blue sky, boat, braided hair, daytime, lighthouse, ocean, red coat, sunny, woman","woman, red coat, braided hair, blue sky, ocean, boat, lighthouse, sunny, daytime",2025-06-25T03:12:55-04:00,true
31-wildebeest-herd-grazing-savanna.jpg,"brown grassland, cloudy sky, cows, dusk or dawn, grazing, peaceful, running","cows, grazing, running, brown grassland, cloudy sky, dusk or dawn, peaceful",2025-06-25T03:12:59-04:00,true
32-urban-fire-smoke-city-skyline.jpg,"building damage, buildings, cityscape, clear, crane, daytime, emergency response, fire, sky, smoke, urban","smoke, buildings, crane, sky, urban, cityscape, daytime, clear, fire, emergency response, building damage",2025-06-25T03:13:03-04:00,true
33-seabird-flying-over-pine-trees.jpg,"birds, daytime, flying, sky, trees, wildlife","birds, sky, trees, flying, wildlife, daytime",2025-06-25T03:13:06-04:00,true
34-humpback-whale-breaching-ocean.jpg,"advertisement banner, marine life, ocean, splashing, sunlight, water, whale, wildlife watching tours","whale, water, splashing, ocean, sunlight, marine life, wildlife watching tours, advertisement banner",2025-06-25T03:13:09-04:00,true
35-whale-tail-diving-forest-coastline.jpg,"daytime, forest, ocean, outdoors, rocks, spray, sunlight, tail fin, water, whale, wildlife watching","whale, water, forest, rocks, sunlight, tail fin, spray, ocean, wildlife watching, outdoors, daytime",2025-06-25T03:13:12-04:00,true
36-quiche-held-coastal-landscape.jpg,"cloudy sky, daytime, grassy field, hand, outdoors, quiche","hand, quiche, outdoors, grassy field, cloudy sky, daytime",2025-06-25T03:13:16-04:00,true
37-urban-deer-family-crossing-street.jpg,"adult deer, canadian flags, crossing street, deer, fawns, flowers, overcast sky, parked cars, private parking sign, residential building, sidewalk, urban environment","deer, fawns, adult deer, crossing street, parked cars, residential building, Canadian flags, flowers, sidewalk, private parking sign, overcast sky, urban environment",2025-06-25T03:13:20-04:00,true
38-sunset-reflection-over-water.jpg,"calmness, golden hour, orange, outdoor, peaceful, reflection, sky, sun, sunset, water","sunset, sun, sky, water, reflection, orange, golden hour, calmness, outdoor, peaceful",2025-06-25T03:13:25-04:00,true
39-orange-sunset-lake-silhouette.jpg,"calmness, evening, golden hour, horizon line, orange, peaceful, reflection, silhouette, sky, sun, sunset, trees, water","sunset, sun, sky, water, reflection, orange, golden hour, calmness, peaceful, horizon line, trees, silhouette, evening",2025-06-25T03:13:29-04:00,true
40-sleeping-dog-close-up-portrait.jpg,"black fur, brown patches, close-up shot, comfortable, dogs, indoor, orange blanket, relaxed, resting","dogs, resting, black fur, brown patches, orange blanket, indoor, relaxed, comfortable, close-up shot",2025-06-25T03:13:34-04:00,true
41-black-dog-on-rocky-riverbed.jpg,"black dog, daytime, outdoors, rocks","black dog, rocks, outdoors, daytime",2025-06-25T03:13:38-04:00,true
42-abandoned-blue-wheelbarrow-forest.jpg,"abandoned state, blue paint, daytime, forest background, overturned, rocks, ruined bicycle, rusted metal, tree trunk","ruined bicycle, overturned, rusted metal, blue paint, tree trunk, rocks, forest background, daytime, abandoned state",2025-06-25T03:13:42-04:00,true
43-purple-foxglove-with-raindrops.jpg,"close-up, daytime, flowers, green leaves, outdoor, pink, water droplets","flowers, pink, water droplets, green leaves, close-up, outdoor, daytime",2025-06-25T03:13:47-04:00,true
44-foxglove-flowers-forest-meadow.jpg,"daytime, forest, green foliage, purple flowers, sunlight","purple flowers, green foliage, forest, sunlight, daytime",2025-06-25T03:13:51-04:00,true
45-hiker-with-dog-forest-trail.jpg,"daytime, dog, exercise equipment, forest trail, green trees, healthy lifestyle, outdoor activity, peaceful atmosphere., stretching, walking path, woman","woman, stretching, forest trail, dog, exercise equipment, green trees, walking path, daytime, outdoor activity, healthy lifestyle, peaceful atmosphere.",2025-06-25T03:13:55-04:00,true
46-aerial-view-coastal-town.jpg,"airplane, buildings, cityscape, clouds, dusk, mountains, streets, sunset, urban, waterway, wing","wing, airplane, cityscape, sunset, urban, buildings, streets, waterway, mountains, clouds, dusk",2025-06-25T03:14:00-04:00,true
47-office-party-snack-table.jpg,"3-bowls, blue tissue paper, bonjour sign, bowls with snacks, casual gathering, daylight, indoor, no-people, relaxed atmosphere, urban view through window","bonjour sign, bowls with snacks, blue tissue paper, urban view through window, indoor, daylight, 3-bowls, no-people, casual gathering, relaxed atmosphere",2025-06-25T03:14:04-04:00,true
48-elephant-art-gallery-display.jpg,"2-people, balloons, blue dress, casual interaction, contemporary setting, daylight, eagle, elephant, hoodie, indoor, modern art display, neutral emotion, reflection, urban gallery space","elephant, eagle, blue dress, hoodie, balloons, reflection, indoor, modern art display, 2-people, casual interaction, neutral emotion, urban gallery space, daylight, contemporary setting",2025-06-25T03:14:09-04:00,true
49-restaurant-dinner-gathering.jpg,"colorful dishes, conversation, eating, evening, food on plates, indoor restaurant, people, red lighting, smiling, socializing","people, indoor restaurant, food on plates, eating, smiling, red lighting, evening, socializing, conversation, colorful dishes",2025-06-25T03:14:13-04:00,true
50-war-memorial-statue-night.jpg,"blue sky, building, fountain, illuminated windows, night-time, statue, stillness, urban","statue, fountain, building, night-time, blue sky, illuminated windows, urban, stillness",2025-06-25T03:14:18-04:00,true
51-green-dessert-molecular-spheres.jpg,"artificial lighting, close-up view, dessert, green spheres, indoor, plate, spoon, white spheres, yellow spheres","dessert, spoon, green spheres, white spheres, yellow spheres, plate, indoor, artificial lighting, close-up view",2025-06-25T03:14:22-04:00,true
52-rose-shaped-dessert-edible-flower.jpg,"blue flowers, cinnamon roll, close-up view, dessert, indoor, plate, powdered sugar, table","dessert, cinnamon roll, powdered sugar, blue flowers, plate, table, indoor, close-up view",2025-06-25T03:14:27-04:00,true
