image_filename,tags,raw_output,timestamp,success
01-street-meditation-couple.jpg,"2 people sitting on a stone bench in winter, holding each other","2 people sitting on a stone bench in winter, holding each other",2025-06-25T02:57:51-04:00,true
02-graffiti-skate-park.jpg,3 men are standing in a large open building with graffiti on the walls and ceilings. one man is posing for the camera while the other two are looking around taking in the sights. there is also a skateboard ramp in the background.,3 men are standing in a large open building with graffiti on the walls and ceilings. One man is posing for the camera while the other two are looking around taking in the sights. There is also a skateboard ramp in the background.,2025-06-25T02:57:53-04:00,true
03-belgian-stew-fries.jpg,1000 words,1000 words,2025-06-25T02:57:54-04:00,true
04-cheese-fondue-dinner.jpg,1000 words,1000 words,2025-06-25T02:57:55-04:00,true
05-snowboarders-mountain-rest.jpg,3 people sitting in the snow with their snowboards on.,3 people sitting in the snow with their snowboards on.,2025-06-25T02:57:56-04:00,true
06-alpine-trail-hiker.jpg,"3 people are sitting around a campfire in the woods, enjoying each other's company and having a cookout.","3 people are sitting around a campfire in the woods, enjoying each other's company and having a cookout.",2025-06-25T02:57:58-04:00,true
07-restaurant-group-dinner.jpg,"1000 words max, single sentence or multiple sentences to describe image in detail.","1000 words max, single sentence or multiple sentences to describe image in detail.",2025-06-25T02:57:59-04:00,true
08-neon-bar-friends.jpg,"12 people sitting around a table with drinks in front of them, happy moments, indoor setting, night time, purple lighting, socializing","12 people sitting around a table with drinks in front of them, purple lighting, night time, indoor setting, socializing, happy moments",2025-06-25T02:58:01-04:00,true
09-record-store-group-photo.jpg,"10 people posing for a picture in front of bookshelves with a green screen background. they are standing and sitting around a table, possibly at an event or gathering., some of them holding cell phones. the scene appears to be indoors","10 people posing for a picture in front of bookshelves with a green screen background. They are standing and sitting around a table, some of them holding cell phones. The scene appears to be indoors, possibly at an event or gathering.",2025-06-25T02:58:03-04:00,true
10-alpine-peaks-vista.jpg,"1000 feet above sea level, barren rocky terrain, blue sky with clouds, mountains covered in white snow, no people","1000 feet above sea level, mountains covered in white snow, barren rocky terrain, blue sky with clouds, no people",2025-06-25T02:58:04-04:00,true
11-blue-sneakers-blacklight.jpg,"3d shoe close up, blue shoes with brown laces, no people, purple background","3D shoe close up, purple background, blue shoes with brown laces, no people",2025-06-25T02:58:06-04:00,true
12-winter-jackets-uv-light.jpg,2 people standing in front of a purple background with one holding a barcode or ticket in their hand.,2 people standing in front of a purple background with one holding a barcode or ticket in their hand.,2025-06-25T02:58:07-04:00,true
