image_filename,tags,raw_output,timestamp,success
01-street-meditation-couple.jpg,"colorful, man, woman, sitting, bench, street, sidewalk, urban, city, daytime, outdoor, public space, relaxed, affectionate, hugging, casual clothing, winter attire, cold weather, stone, concrete, pedestrians, bicycle, trees, buildings, shops, commercial area, tourist location"," colorful, man, woman, sitting, bench, street, sidewalk, urban, city, daytime, outdoor, public space, relaxed, affectionate, hugging, casual clothing, winter attire, cold weather, stone, concrete, pedestrians, bicycle, trees, buildings, shops, commercial area, tourist location",2025-06-24T19:56:56-04:00,true
02-graffiti-skate-park.jpg,"colorful, graffiti, skateboard, man, standing, indoor, industrial, abandoned, urban, concrete floor, metal beams, daytime, brightly lit, casual attire, relaxed posture, curious expression, empty space, rustic, weathered, worn-out, dilapidated, spacious, skateboarding equipment, skate park, skateboarders, urban exploration, industrial setting, artistic expression, creative space."," colorful, graffiti, skateboard, man, standing, indoor, industrial, abandoned, urban, concrete floor, metal beams, daytime, brightly lit, casual attire, relaxed posture, curious expression, empty space, rustic, weathered, worn-out, dilapidated, spacious, skateboarding equipment, skate park, skateboarders, urban exploration, industrial setting, artistic expression, creative space.",2025-06-24T19:57:06-04:00,true
03-belgian-stew-fries.jpg,"plate, food, meat, sauce, fries, condiments, table, restaurant, dining, meal, fork, knife, spoon, glass, bottle, napkin, tablecloth, lighting, indoor, evening, warm, inviting, appetizing"," plate, food, meat, sauce, fries, condiments, table, restaurant, dining, meal, fork, knife, spoon, glass, bottle, napkin, tablecloth, lighting, indoor, evening, warm, inviting, appetizing",2025-06-24T19:57:14-04:00,true
04-cheese-fondue-dinner.jpg,"food, beer, restaurant, table, dining, meal, cheese, bread, dipping sauce, condiments, glasses, utensils, people, socializing, relaxation, casual, evening, indoor, warm lighting, cozy atmosphere"," food, beer, restaurant, table, dining, meal, cheese, bread, dipping sauce, condiments, glasses, utensils, people, socializing, relaxation, casual, evening, indoor, warm lighting, cozy atmosphere",2025-06-24T19:57:20-04:00,true
05-snowboarders-mountain-rest.jpg,"snowboarders, skiers, mountain, winter sports, snowy, cold, foggy, outdoor, group of people, sitting, standing, smiling, camaraderie, adventure, recreation, sport, equipment, boots, skis, snowboards"," snowboarders, skiers, mountain, winter sports, snowy, cold, foggy, outdoor, group of people, sitting, standing, smiling, camaraderie, adventure, recreation, sport, equipment, boots, skis, snowboards",2025-06-24T19:57:27-04:00,true
06-alpine-trail-hiker.jpg,"colorful, outdoor, campfire, picnic table, two people, sitting, relaxed, nature, woods, trees, sunny, daytime, clear sky, warm, casual, leisurely, peaceful, serene"," colorful, outdoor, campfire, picnic table, two people, sitting, relaxed, nature, woods, trees, sunny, daytime, clear sky, warm, casual, leisurely, peaceful, serene",2025-06-24T19:57:35-04:00,true
07-restaurant-group-dinner.jpg,"colorful, people, eating, drinking, smiling, happy, indoor, restaurant, casual, socializing, friends, food, beverages, table, chairs, artwork, wall decoration, evening, warm lighting, relaxed atmosphere"," colorful, people, eating, drinking, smiling, happy, indoor, restaurant, casual, socializing, friends, food, beverages, table, chairs, artwork, wall decoration, evening, warm lighting, relaxed atmosphere",2025-06-24T19:57:42-04:00,true
08-neon-bar-friends.jpg,"colorful, purple, people, sitting, drinking, socializing, indoors, nighttime, warm, cozy, friendly, relaxed"," colorful, purple, people, sitting, drinking, socializing, indoors, nighttime, warm, cozy, friendly, relaxed",2025-06-24T19:57:46-04:00,true
09-record-store-group-photo.jpg,"colorful, books, bookshelf, people, group, happy, smiling, posing, indoor, nighttime, casual attire, modern, contemporary, socializing, fun, relaxed, friendly, lively"," colorful, books, bookshelf, people, group, happy, smiling, posing, indoor, nighttime, casual attire, modern, contemporary, socializing, fun, relaxed, friendly, lively",2025-06-24T19:57:53-04:00,true
10-alpine-peaks-vista.jpg,"colorful, mountainous, snowy, clear sky, no people, calm, serene"," colorful, mountainous, snowy, clear sky, no people, calm, serene",2025-06-24T19:57:57-04:00,true
11-blue-sneakers-blacklight.jpg,"colorful shoes, blue sneakers, purple lighting, indoor setting, nighttime, casual attire, relaxed posture, social gathering"," colorful shoes, blue sneakers, purple lighting, indoor setting, nighttime, casual attire, relaxed posture, social gathering",2025-06-24T19:58:01-04:00,true
12-winter-jackets-uv-light.jpg,"colorful, outdoor, nighttime, illuminated, festive, joyful, socializing, two people, one person holding a gift, smiling, sharing, celebration, holiday season"," colorful, outdoor, nighttime, illuminated, festive, joyful, socializing, two people, one person holding a gift, smiling, sharing, celebration, holiday season",2025-06-24T19:58:08-04:00,true
13-couple-train-selfie.jpg,"colorful, train, two people, smiling, sitting, public transportation, indoors, daytime, brightly lit, cheerful, relaxed"," colorful, train, two people, smiling, sitting, public transportation, indoors, daytime, brightly lit, cheerful, relaxed",2025-06-24T19:58:12-04:00,true
14-freddie-mercury-statue.jpg,"statue, monument, outdoor, sculpture, memorial, park, daytime, sunny, clear sky, grassy area, urban setting, historical figure, bronze, plaque, commemorative, tribute, public art"," statue, monument, outdoor, sculpture, memorial, park, daytime, sunny, clear sky, grassy area, urban setting, historical figure, bronze, plaque, commemorative, tribute, public art",2025-06-24T19:58:19-04:00,true
15-red-eyes-costume-display.jpg,"colorful costume, mannequin, red, display case, lights, indoors, nighttime, vibrant, unique, fashionable"," colorful costume, mannequin, red, display case, lights, indoors, nighttime, vibrant, unique, fashionable",2025-06-24T19:58:25-04:00,true
16-highland-cattle-pen.jpg,"colorful, animals, cows, brown, white, yellow, green, dirt, grass, fence, outdoors, daytime, sunny, calm, peaceful"," colorful, animals, cows, brown, white, yellow, green, dirt, grass, fence, outdoors, daytime, sunny, calm, peaceful",2025-06-24T19:58:29-04:00,true
17-european-town-rooftop-view.jpg,"colorful, brick, building, roof, structure, cityscape, urban, sky, trees, greenery, daytime, sunny, clear, blue sky, no people, no actions, no facial expressions, no emotions, no number of people, no time, no weather, no lighting, no mood or atmosphere"," colorful, brick, building, roof, structure, cityscape, urban, sky, trees, greenery, daytime, sunny, clear, blue sky, no people, no actions, no facial expressions, no emotions, no number of people, no time, no weather, no lighting, no mood or atmosphere",2025-06-24T19:58:40-04:00,true
18-poppy-seed-cake-slices.jpg,"food, pastry, dessert, baked goods, spices, cinnamon, sweet, savory, breakfast, snack, bakery, display case, metal tray, freshly made, warm, inviting, delicious"," food, pastry, dessert, baked goods, spices, cinnamon, sweet, savory, breakfast, snack, bakery, display case, metal tray, freshly made, warm, inviting, delicious",2025-06-24T19:58:45-04:00,true
19-louvre-pyramid-courtyard.jpg,"colorful, tourist attraction, landmark, museum, outdoor, daytime, cloudy, rainy, reflective surface, people walking, visitors, historical site, iconic structure, art, architecture, culture, travel destination, cityscape, urban environment, public space, leisure activity, sightseeing, exploration, social interaction, cultural experience."," colorful, tourist attraction, landmark, museum, outdoor, daytime, cloudy, rainy, reflective surface, people walking, visitors, historical site, iconic structure, art, architecture, culture, travel destination, cityscape, urban environment, public space, leisure activity, sightseeing, exploration, social interaction, cultural experience.",2025-06-24T19:58:54-04:00,true
20-woman-admiring-classical-statue.jpg,"woman, statue, museum, marble, classical art, admiration, smiling, indoor, daytime, historical artifact, cultural heritage"," woman, statue, museum, marble, classical art, admiration, smiling, indoor, daytime, historical artifact, cultural heritage",2025-06-24T19:58:59-04:00,true
21-jeweled-royal-crown-display.jpg,"colorful crown, jewelry, sparkling, gemstones, red, blue, green, yellow, orange, clear crystal, diamond, precious stones, royalty, regal, luxurious, ornate, intricate, shiny, glittering, reflective, light-filled room, indoor setting, museum display, exhibit, glass case, security camera, people observing, admiring, fascinated, curious, interested, attentive, respectful, solemn, elegant, opulent, historical artifact, cultural treasure, fine art, valuable item"," colorful crown, jewelry, sparkling, gemstones, red, blue, green, yellow, orange, clear crystal, diamond, precious stones, royalty, regal, luxurious, ornate, intricate, shiny, glittering, reflective, light-filled room, indoor setting, museum display, exhibit, glass case, security camera, people observing, admiring, fascinated, curious, interested, attentive, respectful, solemn, elegant, opulent, historical artifact, cultural treasure, fine art, valuable item",2025-06-24T19:59:15-04:00,true
22-catacomb-skull-bone-wall.jpg,"color: brown; object: skulls; number of people: 0; action: none; facial expression: none; emotion: none; environment: underground cave; location type: cave; weather: dark; lighting: dim; time: daytime; mood or atmosphere: eerie, somber"," color: brown; object: skulls; number of people: 0; action: none; facial expression: none; emotion: none; environment: underground cave; location type: cave; weather: dark; lighting: dim; time: daytime; mood or atmosphere: eerie, somber",2025-06-24T19:59:23-04:00,true
23-catacomb-ossuary-plaque.jpg,"colorful, skulls, bones, plaque, text, French, historical, solemn, dark, underground, crypt, religious, commemorative"," colorful, skulls, bones, plaque, text, French, historical, solemn, dark, underground, crypt, religious, commemorative",2025-06-24T19:59:28-04:00,true
24-forest-waterfall-moss-covered.jpg,"colorful, natural, outdoor, waterfall, forest, greenery, misty, serene, tranquil, peaceful"," colorful, natural, outdoor, waterfall, forest, greenery, misty, serene, tranquil, peaceful",2025-06-24T19:59:33-04:00,true
25-dog-playing-in-river.jpg,"dog, brown, river, water, rocks, log, outdoors, daytime, calm, curious"," dog, brown, river, water, rocks, log, outdoors, daytime, calm, curious",2025-06-24T19:59:37-04:00,true
26-outdoor-cedar-plank-cooking.jpg,"camping trip, outdoor gathering, elderly people, guitar playing, picnic table, tent, chairs, fire pit, wood burning, casual clothing, relaxed atmosphere, daytime, cloudy sky"," camping trip, outdoor gathering, elderly people, guitar playing, picnic table, tent, chairs, fire pit, wood burning, casual clothing, relaxed atmosphere, daytime, cloudy sky",2025-06-24T19:59:43-04:00,true
27-woman-mountain-summit-view.jpg,"woman, exercise, mountain, outdoors, daytime, clear sky, trees, grassy hillside, fitness, health, nature, scenic view, calm, peaceful"," woman, exercise, mountain, outdoors, daytime, clear sky, trees, grassy hillside, fitness, health, nature, scenic view, calm, peaceful",2025-06-24T19:59:48-04:00,true
28-theatrical-stage-projection-design.jpg,"colorful, stage, performance, lights, dark, night, blue, black, white, red, yellow, green, abstract, artistic, creative, fantasy, surreal, dreamlike, imaginative, futuristic, sci-fi, theatrical, live, audience, entertainment, show, spectacle, visual effects, digital art, projection, screen, display, multimedia, technology, innovation, modern, contemporary"," colorful, stage, performance, lights, dark, night, blue, black, white, red, yellow, green, abstract, artistic, creative, fantasy, surreal, dreamlike, imaginative, futuristic, sci-fi, theatrical, live, audience, entertainment, show, spectacle, visual effects, digital art, projection, screen, display, multimedia, technology, innovation, modern, contemporary",2025-06-24T19:59:59-04:00,true
29-excited-black-brown-dog.jpg,"dog, black and tan, yawning, sitting on lap, indoors, daytime, cozy, relaxed"," dog, black and tan, yawning, sitting on lap, indoors, daytime, cozy, relaxed",2025-06-24T20:00:02-04:00,true
30-woman-smiling-on-boat.jpg,"woman, ocean, boat, blue sky, clouds, smiling, happy, outdoors, daytime, calm sea, waterfront, leisure activity"," woman, ocean, boat, blue sky, clouds, smiling, happy, outdoors, daytime, calm sea, waterfront, leisure activity",2025-06-24T20:00:05-04:00,true
31-wildebeest-herd-grazing-savanna.jpg,"animals, wildlife, deer, antelope, herd, grassland, savannah, dry, brown, green, field, open space, daytime, natural habitat, grazing, peaceful, serene"," animals, wildlife, deer, antelope, herd, grassland, savannah, dry, brown, green, field, open space, daytime, natural habitat, grazing, peaceful, serene",2025-06-24T20:00:07-04:00,true
32-urban-fire-smoke-city-skyline.jpg,"colorful, city, skyline, buildings, trees, smoke, pollution, industrial, urban, daytime, clear, blue sky, smoggy, hazy, smoky, cloudy, overcast, darkened, gloomy, somber, mood, atmosphere"," colorful, city, skyline, buildings, trees, smoke, pollution, industrial, urban, daytime, clear, blue sky, smoggy, hazy, smoky, cloudy, overcast, darkened, gloomy, somber, mood, atmosphere",2025-06-24T20:00:10-04:00,true
33-seabird-flying-over-pine-trees.jpg,"color: gray sky, green trees, brown branches; object: bird in flight; number of people: 0; action: flying; facial expression/emotion: none visible; environment: outdoors, daytime, clear sky; mood/atmosphere: serene, natural."," color: gray sky, green trees, brown branches; object: bird in flight; number of people: 0; action: flying; facial expression/emotion: none visible; environment: outdoors, daytime, clear sky; mood/atmosphere: serene, natural.",2025-06-24T20:00:14-04:00,true
34-humpback-whale-breaching-ocean.jpg,"whale, ocean, water, marine life, wildlife, nature, sea, animal, aquatic, spouting, splashing, breaching, blue sky, calm sea, daytime, outdoors, natural environment, tranquil, serene, peaceful"," whale, ocean, water, marine life, wildlife, nature, sea, animal, aquatic, spouting, splashing, breaching, blue sky, calm sea, daytime, outdoors, natural environment, tranquil, serene, peaceful",2025-06-24T20:00:17-04:00,true
35-whale-tail-diving-forest-coastline.jpg,"whale, ocean, water, wildlife, marine life, nature, outdoors, daytime, clear sky, calm sea, coastline, trees, greenery, rocks, shoreline, seascape, recreation, leisure, tourism, travel, adventure, freedom, beauty, serenity, tranquility"," whale, ocean, water, wildlife, marine life, nature, outdoors, daytime, clear sky, calm sea, coastline, trees, greenery, rocks, shoreline, seascape, recreation, leisure, tourism, travel, adventure, freedom, beauty, serenity, tranquility",2025-06-24T20:00:20-04:00,true
36-quiche-held-coastal-landscape.jpg,"food, pastry, hand, person, outdoors, daytime, cloudy, grass, water, island, calm, relaxed"," food, pastry, hand, person, outdoors, daytime, cloudy, grass, water, island, calm, relaxed",2025-06-24T20:00:23-04:00,true
